AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isHEAT,isKE,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,7,,15,GPS-guided,,0.06,14,14,122300,,,,,,,,,,,,29750,,,29750,,2975,,,2975,,,,1057.69,M982 Excalibur [15s],2.01,152,,,304,5,120,5,7,1,,595,350,Howitzer
,1,0.6,0.6,5.45mm,,0.57,,,123191,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Type 98,1.545,2.5,,,10,12,4.5,120,2.2,1,0.6,12,40,Assault Rifles
,11,0.5,0.2,GNSS-guided,,0.57,,,123007,,true,,,true,,,true,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,AGP-250,2,120,,,210,2,1,2,0.6,1,0.5,2000,600,Laser Guided HE Bomb
25,1,0.55,,SALH,,0.63,,,122956,,true,true,,true,,,,,,,2625,,,2625,,175,,,175,700,1.2,1400,700,AKD-9,2,5,,,400,1,2,1,3,1,0.45,261,150,ATGM
,0.75,0.15,1,12.7mm,,0.57,,,85411,,,,,,,,,,,,1225,1225,,1225,,,,,,,,,3461.54,Dual M2 Browning,1.254,5,,,16,20,4,200,0.4,1,0.15,20,90,MMG
21,1,0.45,2,SACLOS,,1.43,,,83524,,,true,,true,,,,,,,2450,,,2450,,175,,,175,500,2.7,750,500,9M113 Konkurs-M,2,5,,,400,1,5,1,1,1,0.2,117,150,ATGM
4,1,0.3,0.4,30mm,,1.15,,,88290,,,true,,,,,,,,,2800,,,2800,,,,,,,,,5769.23,GSh-30-2,1.6,1,,,23,10,2,50,0.2,1,0.3,50,60,Autocannon
,,,4,120mm,,0.06,175,175,121301,,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,M121,1.8,60,,150,180,6,4,6,4,1,,105,,Mortar
2,1,0.95,2,20mm,,0.57,,,83199,,,,true,,,,,,,,1750,700,,1750,,87,,,87,,,,3461.54,Vidhwansak,3.5,2.5,,,25,1,4,1,4,1,0.2,12,40,Sniper Rifle
12,1,0.65,2,SACLOS,,0.57,,,123788,,,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.1,1400,1000,Starstreak II,2,5,,,400,4,10,4,1,1,0.65,390,150,ATGM
,0.5,0.2,1,7.62mm,,0.57,,,77674,,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,MAG,1.762,3,,,10,10,2,100,0.8,1,0.1,10,55,MMG
,4,0.7,1,SACLOS,,1.15,,,123246,true,,,,true,,,,,,,2800,,,2800,,175,,,175,500,1.6,750,500,Hero-30,2,47,,,156.5,1,5,1,1,1,0.1,69,144,ATGM
10,1,0.45,1,105mm,,0.29,,,122053,,,,true,,,,,,,,1925,,,1925,,,,,,,,,3461.54,M68,2.05,2.5,,,262.5,1,7.5,1,1,1,0.25,20,121,Main Gun
3,1,0.3,1,30mm,,0.57,,,78148,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,2A42,1.6,11.5,,,37.5,2,1,15,0.6,1,0.2,15,60,Autocannon
,20,0.5,,Cruise,,0.57,,,123011,,,,,,,,,,,,875,,,875,,,,,,,,,1250,BrahMos,1.4,325,,,650,1,15,1,0.4,1,0.5,1100,600,Cruise missile
21,1,0.7,1,120mm,,0.29,,,122683,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,GIAT 120 [Auto],2.2,2.5,,,300,40,5,40,5,1,0.6,1000,138,Main Gun
,1,0.3,1,5.56mm,,0.57,,,80151,,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,INSAS,1.556,3,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,4,0.6,1.4,125mm,,0.29,,,121420,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A75 [Auto],2.25,47,,,156.5,40,6.6,40,6.6,1,0.4,1000,144,Main Gun
,1,0.45,0.6,5.56mm,,0.57,,,82841,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,M4A1 PIP,1.556,2.5,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,5,0.6,1,Infrared,,0.57,,,86790,,true,,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,Mistral F3,2,175,,,350,4,20,4,2,1,0.6,270,200,SAM
,7,0.65,0.2,Radar,,0.57,,,121304,,true,,,true,,true,,,,,,2800,4200,,,,630,,,2000,10,15000,2000,MIM-104F/MSE,2,245,,,490,12,30,12,2,1,0.65,1596,280,SAM
1,1,0.95,2,12.7mm,,0.57,,,121432,,,,true,,,,,,,,1050,,,1050,,87,,,87,,,,3461.54,VKS,1.2,2.5,,,16,1,4,1,4,1,0.2,12,80,Sniper Rifle
,,,7.5,110mm,1,0.06,700,175,80591,,,,,,,,,true,,,17500,,,17500,,3500,,,3500,,,,1057.69,SF2 [15s],1.73,66,,125,330,18,72,18,0.2,1,,432,,MLRS
,,,15,122mm,1,0.06,700,175,122106,,,,,,,,,true,,,17500,,,17500,,3500,,,3500,,,,1057.69,M-21OF [30s],1.81,74.23,,125,371.15,40,200,40,0.6,1,,720,,MLRS
,3,0.3,0.2,70mm,,1.15,,,87243,,,,,,,,,,,,2450,,,2450,,700,,,700,,,,2307.69,Hydra 70,1.466667,26.5,,,87.5,38,1,38,0.2,19,0.3,700,161,Rocket Pod
21,1,0.55,,SACLOS,,1.72,,,86486,,,true,,true,,,,,,,2800,,,2800,,175,,,175,600,1.5,1200,600,9M114 Kokon,2,5,,,400,1,1,1,1,1,0.4,154,150,ATGM
7,1,0.45,1,57mm,,0.57,,,122000,,,,true,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A91,2.14,21.5,,,71.5,2,1.5,4,1.5,1,0.3,24,114,Anti-Aircraft Autocannon
19,1,0.5,2,SACLOS,,1.15,,,123772,,,true,,true,,,,,,,2275,,,2275,,175,,,175,500,2.1,750,500,MILAN F2,2,5,,,400,2,10,2,1,1,0.05,206,150,ATGM
,13,0.5,0.2,Laser-guided,,0.57,,,123814,,true,,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,BGL-400,2,162.5,,,260,4,1,4,0.6,1,0.5,6000,600,Laser Guided HE Bomb
20,4,0.6,4,Radar,,0.29,,,85478,,true,true,,true,,true,,,,,,,,7700,,,,,700,400,10,2100,400,RGM-84L Harpoon [x2],2,200,,,400,4,30,4,2,1,0.6,220,,SSM
,1,0.6,1,35mm Radar,,0.11,,,122176,,,,,,,true,,,,,1575,,,1575,,,,,,,,,3461.54,Twin GDF-001,5.4,13.5,,,76.5,92,15,680,0.4,1,0.3,680,140,Anti-Aircraft Autocannon
,1,0.3,1,5.45mm,,0.57,,,123177,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Type 88,1.545,2.5,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
7,1,0.45,1,57mm,,0.57,,,121541,,,,true,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A90,2.14,21.5,,,71.5,74,10,148,1,1,0.3,888,114,Anti-Aircraft Autocannon
25,1,0.6,,SACLOS,,1.72,,,86371,,,true,,true,,,,,,,2800,,,2800,,175,,,175,750,1.1,1500,750,9M120M Ataka,2,5,,,400,1,1,1,1,1,0.45,200,150,ATGM
,4,0.3,1,122mm,,0.57,,,123283,,,,,,,,,,,,1925,,,1925,,175,,,175,,,,2307.69,M-21OF,1.813333,46,,,152.5,12,10,12,0.6,2,0.2,264,281,Rocket Pod
,0.5,0.2,2,7.62mm,,0.57,,,124028,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,Negev NG7,2.25,3,,,50,15,5,150,0.8,1,0.05,15,55,LMG
18,1,0.6,1,120mm,,0.29,,,121223,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,M256,2.2,2.5,,,300,1,6.6,1,1,1,0.55,25,138,Main Gun
2,1,0.65,0.8,25mm,,0.57,,,121394,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,M242 Bushmaster I,1.5,9.5,,,31.5,10,3.8,75,1.2,1,0.25,75,50,Autocannon
,1,0.4,0.4,30mm,,1.15,,,87417,,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,Twin DEFA 554,1.6,11.5,,,37.5,10,1,50,0.2,1,0.4,50,60,Autocannon
,3,0.5,1.4,105mm,,0.29,,,80736,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7A3,2.05,39.5,,,131.5,1,6,1,1,1,0.4,20,121,Main Gun
2,1,0.4,1,23mm,,0.57,,,121949,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Type 23-II,1.46,8.5,,,29,2,0.6,25,0.4,1,0.3,15,46,Anti-Aircraft Autocannon
,3,0.45,1.4,105mm,,0.29,,,79019,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68,2.05,39.5,,,131.5,1,6,1,1,1,0.25,20,121,Main Gun
20,1,0.6,1,125mm,,0.29,,,84556,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,ZPT-98 [Auto],2.25,2.5,,,312.5,42,7.5,42,7.5,1,0.55,1050,144,Main Gun
14,1,0.45,1,115mm,,0.29,,,79267,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A20,2.15,2.5,,,287.5,1,7.5,1,1,1,0.3,25,133,Main Gun
,,,4,81mm,,0.06,175,175,80250,,,,,,,,,true,,,4900,,,4900,,490,,,490,,,,692.31,M29,1.54,40.5,,100,121.5,10,4,10,2,1,,100,,Mortar
19,1,0.4,1,SACLOS,,1.43,,,80711,,,true,,true,,,,,,,1400,,,1400,,175,,,175,500,1.7,750,500,9K115-1 Metis-M,2,5,,,400,1,5,1,1,1,0.05,51,150,ATGM
,6,0.5,2,Radar,,0.57,,,124019,,true,,,true,,true,,,,,,,10500,,,,,700,,1500,10,20000,1500,PL-17,2,210,,,420,2,2,2,2,1,0.5,2000,240,AAM
25,1,0.6,4,MMW,,0.74,,,85113,,true,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.6,1200,1000,HJ-9A,2,5,,,400,4,25,4,4,1,0.5,744,150,ATGM
,,,5,155mm,,0.06,210,210,80266,,,,,,,,,true,,,41300,,,41300,,4130,,,4130,,,,1057.69,CN98 [10s],2.03,155,,175,310,3,15,3,5,1,,253,,Howitzer
26,1,0.7,,SALH,,1.72,,,86221,,,true,,true,,,,,,,2800,,,2800,,175,,,175,1250,0.6,2500,1250,9A1472 Vikhr-1,2,5,,,400,1,1,1,0.2,1,0.6,242,150,ATGM
,1,0.95,2,12.7mm,,0.57,,,121434,,,,,,,,,,,,1050,700,,1050,,87,,,87,,,,3461.54,VKS,1.2,5,,,16,1,4,1,4,1,0.2,12,80,Sniper Rifle
,1,0.6,1,30mm,,0.57,,,78180,,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,Mk44 Bushmaster II,1.6,11.5,,,37.5,2,1.8,15,1.4,1,0.3,15,60,Autocannon
11,1,0.5,1,90mm,,0.29,,,79375,,,,true,,,,,,,,1925,,,1925,,,,,,,,,3461.54,CN 90 F4,1.9,2.5,,,225,1,6,1,1,1,0.05,15,104,Main Gun
,5,0.6,1,Infrared,,0.57,,,79448,,true,,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,Mistral F3,2,175,,,350,1,6,1,6,1,0.6,67,200,SAM
,3,0.7,1.4,120mm,,0.29,,,123522,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,CN-08 [Auto],2.2,45,,,150,40,6,40,6,1,0.65,1000,138,Main Gun
,5,0.6,1,Infrared,,0.57,,,123240,,true,,,true,,,,,,,,2625,2100,,,,,,,2000,10,9000,2000,KP-SAM,2,175,,,350,1,6,1,6,1,0.6,67,200,SAM
,0.75,0.2,1,12.7mm,,0.57,,,120774,,,,,,,,,,,,1225,1225,,1225,,,,,,,,,3461.54,M3P,1.254,5,,,16,30,2,300,0.5,1,0.1,60,90,MMG
12,1,0.35,,84mm HEAT,,0.86,,,122990,,,true,,,,,,,,,1400,,,1400,,,,,,,,,769.23,M3E1 MAAWS [SMK],2.68,2.5,,,210,1,7.5,1,1,1,0.05,20,336,LAW
,0.5,0.2,2,7.62mm,,0.57,,,78853,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,QJB-201,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,3,0.6,1.4,105mm,,0.29,,,80226,,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,KM68A1,2.05,39.5,,,131.5,1,6,1,1,1,0.5,20,121,Main Gun
,1,0.2,1,12.7mm,,0.57,,,86350,,,,,,,,,,,,1225,1225,,1225,,,,,,,,,3461.54,Yak-B,1.25,20,,,64,8,2,60,0.2,1,0.1,30,60,Gatling Gun
22,1,0.4,,120mm HEAT,,0.86,,,122225,,,true,,,,,,,,,1050,,,1050,,,,,,,,,769.23,PF-98,2.7,2.5,,,212.5,1,6,1,1,1,0.05,20,480,LAW
16,1,0.4,,80mm HEAT,,0.86,,,121587,,,true,,,,,,,,,525,,,525,,,,,,,,,769.23,PF-89A,2.6,2.5,,,200,1,3,1,1,1,0.05,20,320,LAW
,5,,8,120mm,,0.06,105,105,77550,,,,,,,,,,,,8400,,,8400,,840,,,840,,,,826.92,2A60,1.8,60,,,180,3,12,3,4,1,,105,265,Mortar
,1,0.4,0.2,9mm,,0.57,,,122354,,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,Tondar MPT-9,1.9,3.5,,,10,8,2,80,1,1,0.4,8,36,SMG
,1,0.3,0.4,23mm,,1.15,,,88421,,,,,,,,,,,,2100,1575,2800,2100,,,,,,,,,5769.23,GSh-6-23,1.46,36,,,116,10,2,100,0.2,1,0.3,50,106,Autocannon
,0.5,0.4,2,5.56mm,,0.57,,,82803,,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,K3,2.25,2.5,,,50,20,5,200,0.8,1,0.2,20,40,SAW
14,1,0.5,1,120mm HEAT,,0.57,,,77510,,,true,,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A60 Nona,2.2,2.5,,,300,1,8,1,1,1,0.05,20,138,Main Gun
,6,0.6,0.2,Radar,,0.57,,,77785,,,,,true,,true,,,,,,2800,3150,,,,560,,,2000,10,9000,2000,Roland 3,2,210,,,420,2,10,2,1,1,0.6,160,240,SAM
,0.5,0.2,2,7.62mm,,0.57,,,83427,,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,M240B,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
30,1,0.5,,SALH,,0.57,,,122146,,,true,,true,,,,,,,3325,,,3325,,700,,,700,2000,10,4000,3000,Bina,2,5,,,400,1,1,1,1,1,0.5,713,150,AGM
,1,0.25,1,30mm,,0.57,,,78138,,,,,,,,,,,,1750,1575,,1750,,,,,,,,,3461.54,2A42,1.6,11.5,,,37.5,2,1,15,0.6,1,0.1,15,60,Autocannon
25,1,0.6,4,MMW,,1.15,,,124121,,true,true,,true,,,,,,,2275,,,2275,,175,,,175,500,1.6,750,500,AT-1K Raybolt,2,5,,,400,2,20,2,6,1,0.1,200,150,ATGM
,9,0.6,0.2,Radar,,0.57,,,121665,,False,,,true,,true,,,,,,3325,4200,,,,560,,,1250,10,15000,1250,HQ-16B,2,315,,,630,6,30,6,1,1,0.05,1058,360,SAM
,3,0.7,1.4,120mm,,0.29,,,122664,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,GIAT 120 [Auto],2.2,45,,,150,40,5,40,5,1,0.6,1000,138,Main Gun
,2,0.2,0.2,70mm,,0.57,,,121862,,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,Hydra 70,1.466667,26.5,,,87.5,7,5,7,0.2,2,0.1,66,161,Rocket Pod
,1,0.4,1,7.62mm,,0.57,,,79708,,,,,,,,,,,,595,595,,595,,2,,,2,,,,3461.54,G3A6,1.762,3,,,10,4,8,40,4,1,0.1,4,50,Battle Rifle
,0.5,0.2,1,7.62mm,,0.57,,,123759,,,,,,,,,,,,875,525,,875,,,,,,,,,3461.54,L94A1,1.762,3,,,10,10,2,100,0.8,1,0.1,10,55,MMG
2,1,0.25,1,30mm,,0.57,,,78137,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,2A42,1.6,11.5,,,37.5,2,1,15,0.6,1,0.1,15,60,Autocannon
24,1,0.7,1,120mm,,0.29,,,81210,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,M256,2.2,2.5,,,300,1,6.6,1,1,1,0.65,25,138,Main Gun
,8,0.4,2,Radar,,0.29,,,88976,,true,,,true,,true,,,,,,,13650,,,,,700,,500,10,15000,500,R-37M,2,280,,,560,2,2,2,2,1,0.4,2000,320,AAM
18,1,0.5,2,SALH,,0.63,,,121146,,,true,,true,,,,,,,2625,,,2625,,175,,,175,1000,1.2,1400,1000,APS-01,2,5,,,400,1,8.5,1,1,1,0.35,107,150,ATGM
13,1,0.5,1,105mm,,0.29,,,84421,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,ZPL-98,2.05,2.5,,,262.5,1,7.5,1,1,1,0.35,20,121,Main Gun
,1,0.15,1,23mm,,0.57,,,82202,,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,NS-23,1.46,8.5,,,29,2,1.2,15,0.8,1,0.05,15,46,Autocannon
,22,,20,GPS-guided,1,0.06,35,35,121451,,,,,,,,,,,,98000,,,98000,,8400,,,8400,,,,3173.08,PrSM [20s],3.57,258,,,1290,2,180,2,6,1,,987,860,TBM
3,1,0.4,1,30mm,,0.57,,,121597,,,,true,,,,,,,,1750,,,1750,,,,,,,,,3461.54,ZPT-99,1.6,11.5,,,37.5,2,1.4,15,1,1,0.3,15,60,Autocannon
,5,0.5,1,Infrared,,0.57,,,86257,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,FIM-92F Stinger,2,175,,,350,4,20,4,2,1,0.5,252,200,SAM
24,1,0.35,2,SACLOS,,1.15,,,122313,,,true,,true,,,,,,,2625,,,2625,,175,,,175,750,2.3,900,750,Dehlaviyeh,2,5,,,400,1,5,1,1,1,0.05,172,150,ATGM
,7,,10,155mm,,0.06,140,140,122383,,,,,,,,,,,,29750,,,29750,,2975,,,2975,,,,1057.69,HM44 [10s],2.03,155,,,310,6,30,6,6,1,,505,357,Howitzer
13,1,0.35,,60mm HEAT,,0.86,,,122873,,,true,,,,,,,,,525,,,525,,,,,,,,,769.23,RGW 60,2.32,2.5,,,165,1,3,1,1,1,0.35,15,264,LAW
25,1,0.5,,105mm HEAT,,0.86,,,80528,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,RPG-30,3.4,2.5,,,300,1,3,1,1,1,0.05,20,420,LAW
,,,4,120mm,,0.06,175,175,123585,,,,,,,,,true,,,7700,,,7700,,770,,,770,,,,826.92,Bigyeok,1.8,60,,150,180,6,5,6,4,1,,105,,Mortar
,4,0.3,1,100mm,,0.11,,,122494,,,,,,,,,,,,,2975,2800,,,,,,,,,,3461.54,KS-19,7.04,37.5,,,140.62,8,8,8,3,1,0.05,160,400,Anti-Aircraft Autocannon
,1,0.45,0.6,5.56mm,,0.57,,,121770,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,G36A2,1.556,2.5,,,10,6,4.5,60,2.2,1,0.3,6,40,Assault Rifles
,2,0.5,1,84mm,,0.86,,,80036,,,,,,,,,,,,1400,,,1400,,,,,,,,,2692.31,M3E1 MAAWS [SMK],1.84,31.5,,,105,1,7.5,1,1,1,0.05,20,50,LAW
24,1,0.75,1,120mm,,0.29,,,80790,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,L/55A1,2.2,2.5,,,300,1,6.6,1,1,1,0.7,25,138,Main Gun
,5,0.6,,170mm,,1.72,,,123732,,true,,,true,,,,,,,2800,,,2800,,175,,,175,1250,0.7,2500,1000,Martlet LMM,2,63.75,,,212.5,2,2.5,2,1.5,1,0.5,300,391,ATGM
,7,,30,122mm,1,0.06,700,175,124206,,,,,,,,,,,,23100,,,23100,,3500,,,3500,,,,1057.69,M-21OF LRAR [30s],1.81,74.23,,,371.15,40,200,40,0.6,1,,720,285,MLRS
,20,0.5,0.2,Laser-guided,,0.57,,,122594,,true,,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,BGL-1000,2,325,,,650,3,1,3,1,1,0.5,6000,600,Laser Guided HE Bomb
,1,0.2,0.4,30mm,,1.15,,,122148,,,,,,,,,,,,2100,1575,1750,2100,,,,,,,,,5769.23,Twin NR-30,1.6,17.5,,,112.5,15,1,40,0.2,1,0.2,41,104,Autocannon
25,1,0.7,1,125mm,,0.29,,,121732,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A82-1M [Auto],2.25,2.5,,,312.5,30,6,30,6,1,0.7,750,144,Main Gun
13,1,0.5,1,105mm,,0.29,,,84513,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,ZPT-94,2.05,2.5,,,262.5,1,6.6,1,1,1,0.35,20,121,Main Gun
,,,4,120mm,,0.06,175,175,121982,,,,,,,,,true,,,8400,,,8400,,770,,,770,,,,826.92,PLA-120,1.8,60,,150,180,6,5,6,4,1,,105,,Mortar
2,1,0.2,1,23mm,,0.57,,,81782,,,,true,,,,,,,,1575,,,1575,,,,,,,,,3461.54,AZP-23,1.46,8.5,,,29,2,1.2,40,0.8,1,0.1,100,46,Autocannon
,5,0.65,1,SACLOS,,0.57,,,123789,,,,,true,,,,,,,,2800,2450,,,,,,,2000,10,12500,2000,Starstreak II,2,175,,,350,4,10,4,1,1,0.65,390,200,SAM
,1,0.3,0.4,30mm,,1.15,,,88291,,,,,,,,,,,,2800,1575,1575,2800,,,,,,,,,5769.23,GSh-30-2,1.6,11.5,,,75,10,2,50,0.2,1,0.3,50,69,Autocannon
,7,,21.25,155mm,,0.06,140,140,121927,,,,,,,,,,,,41300,,,41300,,4130,,,4130,,,,1057.69,MRSI [4 shot. 21s],2.03,155,,,310,4,120,4,0.2,1,,337,357,Howitzer
,4,0.55,1.4,125mm,,0.29,,,123095,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46,2.25,47,,,156.5,1,6.6,1,1,1,0.4,25,144,Main Gun
,0.5,0.4,2,7.62mm,,0.57,,,122358,,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,MGA-3,2.25,3,,,50,20,5,200,0.8,1,0.25,20,55,SAW
,1,0.4,0.4,30mm,,1.15,,,87488,,,,,,,,,,,,2100,1575,2100,2100,,,,,,,,,5769.23,Twin DEFA 553,1.6,11.5,,,37.5,10,1,50,0.2,1,0.4,50,60,Autocannon
,7,,10,155mm,,0.06,140,140,80265,,,,,,,,,,,,41300,,,41300,,4130,,,4130,,,,1057.69,CN98 [10s],2.03,155,,,310,3,30,3,5,1,,253,357,Howitzer
,7,0.7,0.2,Radar,,0.57,,,123681,,,,,true,,true,,,,,,3500,3500,,,,630,,,1500,10,12500,1500,HQ-17,2,245,,,490,8,40,8,0.2,1,0.5,1120,280,SAM
,4,0.6,1.4,120mm,,0.29,,,121221,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,M256,2.2,45,,,150,1,6.6,1,1,1,0.55,25,138,Main Gun
28,1,0.7,,SALH,,0.63,,,121631,,,true,,true,,,,,,,2800,,,2800,,175,,,175,700,1.2,1400,700,AKD-10,2,5,,,400,1,1,1,3,1,0.6,261,150,ATGM
26,1,0.45,,Antiradar,,0.57,,,88450,,true,true,,true,,,true,,,,4200,,,4200,,875,,,875,2000,10,15000,2000,ARMAT,2,5,,,10,1,2.3,1,0.4,1,0.45,2383,150,Anti-Radar
,1,0.95,2,7.62mm,,0.57,,,120760,,,,,,,,,,,,1050,700,,1050,,87,,,87,,,,3461.54,L129A1,1.4,3,,,10,1,3,1,4,1,0.2,6,55,Sniper Rifle
20,1,0.45,2,SACLOS,,1.15,,,79477,,,true,,true,,,,,,,2450,,,2450,,175,,,175,500,2.3,750,500,Swingfire,2,5,,,400,5,20,5,1,1,0.1,619,150,ATGM
30,1,0.6,,Infrared,,0.57,,,88181,,true,true,,true,,,,,,,3500,,,3500,,700,,,700,2000,10,4000,2000,AGM-84K SLAM-ER,2,5,,,400,2,2,2,0.4,1,0.6,1583,150,AGM
,7,,15,122mm,1,0.06,560,140,121174,,,,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,SR-5 [10s],1.81,74.23,,,371.15,40,160,40,0.2,1,,800,285,MLRS
,1,0.6,0.2,5.45mm,,0.57,,,123181,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,NK-11 (Rifle),1.473,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,5,0.5,1,Infrared,,0.57,,,122863,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,Mistral F2,2,175,,,350,4,20,4,2,1,0.5,252,200,SAM
,2.5,0.4,1,120mm,,0.86,,,78944,,,,,,,,,,,,1400,,,1400,,,,,,,,,2692.31,PF-98A [SMK],1.95,45,,,135,1,7.5,1,1,1,0.05,20,50,LAW
,3,0.65,1.4,120mm,,0.29,,,122689,,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,GIAT 120 [Auto],2.2,45,,,150,40,5,40,5,1,0.55,1000,138,Main Gun
,3,0.45,1.4,105mm,,0.29,,,122055,,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,M68,2.05,39.5,,,131.5,1,7.5,1,1,1,0.25,20,121,Main Gun
,2,0.65,1,SACLOS,,1.15,,,121813,,true,,,true,,,,,,,1575,,,1575,,175,,,175,500,1.6,750,500,Wirkmittel 1800+,2,47,,,156.5,1,6,1,1,1,0.1,69,144,ATGM
,5,0.6,0.2,Infrared,,0.57,,,87649,,true,,,true,,,,,,,,2275,4200,,,,420,700,,2000,10,9000,2000,Python-5,2,175,,,350,1,2,1,2,1,0.6,600,200,AAM
,1,0.6,0.2,5.56mm,,0.57,,,124078,,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,HK416,1.556,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,7,0.65,0.2,Radar,,0.57,,,122901,,true,,,true,,true,,,,,,2800,4550,,,,560,,,2000,10,15000,2000,Aster 30,2,245,,,490,8,30,8,2,1,0.65,1440,280,SAM
11,1,0.6,1,105mm,,0.29,,,77760,,,,true,,,,,,,,2100,,,2100,,,,,,,,,3461.54,D921/GIAT F1,2.05,2.5,,,262.5,1,6.6,1,1,1,0.05,20,121,Main Gun
,5,0.5,1,Infrared,,0.57,,,78633,,true,,,true,,,,,,,,2450,1925,,,,,,,2000,10,9000,2000,FIM-92F Stinger,2,175,,,350,1,6,1,6,1,0.05,63,200,SAM
,,0.35,1,84mm,,0.86,,,121248,,,,,,,,,true,,,1400,,,1400,,,,,,,,,2692.31,M3E1 MAAWS [SMK],1.84,31.5,,75,105,1,7.5,1,1,1,0.05,20,,LAW
20,1,0.6,,80mm HEAT,,0.86,,,78860,,,true,,,,,,,,,700,,,700,,,,,,,,,769.23,PF-89B,2.6,2.5,,,200,1,3,1,1,1,0.05,20,320,LAW
9,1,0.3,1,100mm,,0.11,,,122496,,,,true,,,,,,,,2275,,,2275,,,,,,,,,3461.54,KS-19,2,3.08,,,190,8,8,8,3,1,0.05,90,115,Anti-Aircraft Autocannon
