AP,HE,accuracy,aimTime,caliber,corrShotMultiplier,dispersionAngle,dispersionMax,dispersionMin,inst_num,isCluster,isFireAndForget,isKEorHEAT,isMissile,isNapalm,isRadar,isSEAD,isSmoke,loadType,maxrangeDef,maxrangeGround,maxrangeHeli,maxrangePlane,maxrangeShip,minrangeDef,minrangeGround,minrangeHeli,minrangePlane,minrangeShip,missileAcceleration,missileCorrInterval,missileSpeedMax,muzzleVelocity,name,noiseMalus,radiusDamage,radiusNapalm,radiusSmoke,radiusSuppress,salvoLength,salvoReload,salvoVisAmmo,shotReload,simultShots,stabilizer,supplyPerShot,suppress,typeArme
,2,0.7,1,84mm,,0.86,,,81639,,,,,,,,,,,700,,,700,,,,,,,,,2692.31,Carl Gustav M2,1.84,31.5,,,105,1,4,1,1,1,0.05,20,50,LAW
28,1,0.7,,SALH,,1.72,,,91258,,,HEAT,true,,,,,,,2975,,,2975,,175,,,175,1250,0.7,2500,1250,Nimrod,2,5,,,400,1,1,1,1,1,0.6,417,150,ATGM
,1,0.3,1,5.56mm,,0.57,,,81343,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,FAMAS,1.556,2.5,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
10,1,0.35,0.2,SACLOS,,1.15,,,83655,,,HEAT,true,,,,,,,1575,,,1575,,175,,,175,500,1.3,750,500,M47 Dragon,2,5,,,400,1,5,1,1,1,0.1,26,150,ATGM
,1,0.6,0.6,5.45mm,,0.57,,,86110,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AKS-74U,1.545,2.5,,,10,6,4.5,60,2,1,0.6,6,40,Assault Rifles
,,0.1,,500kg,,0.57,,,92644,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,PTA-Kanisteri 58,6,187.5,300,,300,4,5,4,0.2,1,0.1,2800,150,Napalm Bomb
,0.5,0.3,2,7.62mm,,0.57,,,83466,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,l.MG3,2.25,3,,,50,20,5,200,0.8,1,0.15,20,55,SAW
,3,0.4,1,Infrared,,0.57,,,82941,,true,,true,,,,,,,,2275,1820,,,,,,,1000,10,5000,1000,Strela-3,2,105,,,210,1,6,1,6,1,0.4,35,120,SAM
16,1,0.5,1,125mm,,0.29,,,88126,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A46,2.25,2.5,,,312.5,28,7.5,28,7.5,1,0.35,700,144,Main Gun
,4,0.55,1,Infrared,,0.57,,,90552,,true,,true,,,,,,,,2450,1960,,,,,,,2000,10,9000,2000,Igla,2,140,,,280,8,20,8,2,1,0.55,403,160,SAM
,4,0.4,0.2,Infrared,,0.57,,,91397,,true,,true,,,,,,,,2100,3500,,,,420,700,,2000,10,9000,2000,PL-5,2,140,,,280,1,2,1,2,1,0.4,500,160,AAM
,9,0.6,0.2,Radar,,0.57,,,83743,,,,true,,true,,,,,,2625,4200,,,,525,,,1250,10,15000,1250,HQ-61A,2,315,,,630,2,20,2,1,1,0.55,351,360,SAM
,6,0.5,0.2,SemAct radar,,0.57,,,92735,,,,true,,true,,,,,,,7000,,,,,700,,1000,10,15000,1000,PL-11,2,175,,,350,1,0.2,1,0.2,1,0.5,400,240,AAM
,3,0.35,1.4,105mm,,0.29,,,87637,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68,2.05,39.5,,,131.5,1,7.5,1,1,1,0.1,20,121,Main Gun
26,1,0.6,,Antiradar,,0.57,,,91693,,true,HEAT,true,,,true,,,,4900,,,4900,,875,,,875,2000,10,15000,2000,AGM-78D Standard,2,5,,,10,1,2.4,1,0.4,1,0.6,2800,150,Anti-Radar
,6,0.65,1,Infrared,,0.57,,,83131,,true,,true,,,,,,,,3500,2625,,,,,,,2000,10,15000,2000,SAHV-IR,2,210,,,420,4,30,4,3,1,0.05,420,240,SAM
,0.5,0.2,2,7.62mm,,0.57,,,81354,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,C6,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,15,0.2,,500kg,,0.57,,,92540,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,MC / GP Mk.10,6,187.5,,,300,4,5,4,0.2,2,0.2,2000,600,HE Bomb
,0.5,0.3,2,5.56mm,,0.57,,,81609,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Minimi,2.25,2.5,,,50,20,5,200,0.8,1,0.1,20,40,SAW
24,1,0.45,2,SACLOS,,1.15,,,81772,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,500,2.1,750,500,MILAN F2,2,5,,,400,1,5,1,1,1,0.05,126,150,ATGM
11,1,0.35,1,105mm,,0.29,,,87636,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68,2.05,2.5,,,262.5,1,7.5,1,1,1,0.1,20,121,Main Gun
,5,0.55,0.2,Infrared,,0.57,,,91953,,true,,true,,,,,,,,2100,4200,,,,420,700,,2000,10,9000,2000,AIM-9S,2,175,,,350,1,2,1,2,1,0.55,600,200,AAM
,1,0.3,1,5.45mm,,0.57,,,84651,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,M-80A,1.545,2.5,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,1,0.4,0.2,9mm PB,,0.57,,,83153,,,,,,,,,,,455,455,,455,,2,,,2,,,,3461.54,MP5SD,1,3.5,,,10,8,2,80,1,1,0.4,8,30,SMG
,1,,30,240mm,1,0.06,700,175,82088,,,,,true,,,,,,12250,,,12250,,2450,,,2450,,,,1057.69,MD24-F,2.6,144,150,,420,12,120,12,0.6,1,,480,,MLRS
,3,0.45,1.4,105mm,,0.29,,,82981,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7,2.05,39.5,,,131.5,1,7.5,1,1,1,0.15,20,121,Main Gun
,1,0.45,1,37mm,,0.11,,,82736,,,,,,true,,,,,1050,2800,2625,1050,,,,,,,,,3461.54,PLA 37-2,5.48,11.5,,,78,158,15,1000,1,1,0.05,1000,148,Twin Autocannon
25,1,0.6,0.2,SACLOS,,0.74,,,82628,,,HEAT,true,,,,,,,1050,,,875,,,,,,1000,10,1200,1000,Eryx,2,5,,,400,1,5,1,1,1,0.05,75,150,ATGM
6,1,0.4,0.4,30mm,,1.15,,,91317,,,HEAT,,,,,,,,2800,,,2800,,,,,,,,,5769.23,GAU-8/A Avenger,1.6,1,,,150,10,2,390,0.2,1,0.4,56,138,Autocannon
22,1,0.65,1,125mm,,0.29,,,88703,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,PLA 125,2.25,2.5,,,312.5,21,8.5,21,8.5,1,0.5,700,144,Main Gun
11,1,0.6,1,60mm,,0.57,,,82567,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,HVMS,2.2,22.5,,,75,6,2.2,6,2,1,,30,120,Autocannon
26,1,0.5,,TV guidance,,0.57,,,92723,,true,HEAT,true,,,,,,,3500,,,3150,,700,,,700,2000,10,4000,2000,YJ-7,2,5,,,400,2,2,2,0.4,1,0.5,1300,150,AGM
,4,0.3,1,107mm,,0.86,,,84064,,,,,,,,,,,1925,,,1400,,175,,,175,,,,2692.31,RO-107,2.08,53,,,160,1,8,1,1,1,0.05,22,225,Rocket Launcher
12,1,0.25,1,82mm HEAT,,0.29,,,86364,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,BZK vz.59A,1.82,2.5,,,205,1,6,1,1,1,0.05,15,95,Recoilless Rifle
13,1,0.6,1,105mm,,0.29,,,85590,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68A1,2.05,2.5,,,262.5,1,6,1,1,1,0.3,20,121,Main Gun
,0.5,0.4,2,5.56mm,,0.57,,,88888,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Colt LMG,2.25,2.5,,,50,10,5,100,0.8,1,0.2,10,40,SAW
,3,0.6,1.4,120mm,,0.29,,,82833,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,L44,2.2,45,,,150,1,6.6,1,1,1,0.5,25,138,Main Gun
,3,0.5,1.4,88mm,,0.29,,,86569,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,D44,1.85,32,,,106.5,1,7.5,1,1,1,0.2,15,98,Main Gun
,4,0.45,1.4,125mm,,0.29,,,82880,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,2A26,2.25,47,,,156.5,28,8.5,28,8.5,1,0.25,700,144,Main Gun
6,1,0.2,,245kg,,0.57,,,92150,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 20 Rockeye II,6,225,,,250,6,5,6,0.2,2,0.2,3000,300,AT Cluster Bomb
,1,0.6,0.6,7.62mm,,0.57,,,86652,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Rk 90 TP,1.762,3,,,10,6,4.5,60,2.2,1,0.6,6,40,Assault Rifles
,10,0.4,,227kg,,0.57,,,91432,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,Mk 82 Snakeye,6,112.5,,,191,12,5,12,0.2,4,0.4,2000,600,Retarded HE Bomb
,1,0.3,1,5.45mm,,0.57,,,84652,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,M-80A,1.545,2.5,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,1,0.3,,30mm Radar,,0.11,,,89686,,,,,,true,,,,2100,875,2275,525,875,,,,,,,,,3461.54,AK630 CIWS,6.4,46,,,150,15,6,300,0.4,1,0.3,10,,CIWS
,,,17,175mm,,0.06,280,280,84297,,,,,,,,true,,,35000,,,35000,,3500,,,3500,,,,1057.69,M113A1,2.17,175,,250,350,2,15,2,15,1,,89,,Howitzer
,1,0.2,1,20mm,,0.57,,,85961,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,Rh 202,1.4,7.5,,,25,2,0.8,15,0.4,1,0.1,15,40,Autocannon
,15,0.5,0.2,SALH,,0.57,,,92495,,true,,true,,,,,,,3500,,,3500,,1400,,,1400,1000,10,750,1000,GBU-16 Paveway II,2,187.5,,,375,2,1,2,1,1,0.5,3000,600,Laser Guided HE Bomb
,4,0.65,1.4,125mm,,0.29,,,88256,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,2A46M,2.25,47,,,156.5,24,6.6,24,6.6,1,0.5,600,144,Main Gun
,1,0.6,0.6,5.56mm,,0.57,,,81600,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,F88 Austeyr,1.556,2.5,,,10,6,3,60,1.5,1,0.6,6,40,Assault Rifles
8,1,0.25,,450kg,,0.57,,,93970,true,,HEAT,,,,,,,,3500,,,3500,,,,,,,,,576.92,IBL-755,6,225,,,250,4,5,4,0.2,2,0.25,2500,300,AT Cluster Bomb
,1,0.4,0.4,25mm,,1.15,,,91451,,,,,,,,,,,2450,1575,2100,2450,,,,,,,,,5769.23,GAU-12/A Equalizer,1.5,40,,,125,10,2,390,0.2,1,0.4,56,115,Autocannon
,0.75,0.1,1,12.7mm,,0.57,,,81197,,,,,,,,,,,1050,875,,1050,,,,,,,,,3461.54,DShK,1.254,5,,,16,10,2,100,0.8,1,0.05,20,90,MMG
2,1,0.6,1,30mm,,0.57,,,89964,,,KE,,,,,,,,1575,,,1575,,,,,,,,,3461.54,M230,1.6,11.5,,,37.5,2,1.2,15,0.8,1,0.5,15,60,Autocannon
30,1,0.4,,MCLOS,,0.57,,,92755,,,HEAT,true,,,,,,,3150,,,3150,,700,,,700,2000,10,4000,2000,AJ 168,2,5,,,400,1,1,1,1,1,0.4,540,150,AGM
16,1,0.4,2,SACLOS,,1.43,,,82374,,,HEAT,true,,,,,,,2450,,,2450,,175,,,175,500,2.7,600,500,Fagot-M,2,5,,,400,1,5,1,1,1,0.1,75,150,ATGM
,1,0.6,0.2,4.73mm,,0.57,,,86876,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,H&K G11,1.473,2.5,,,10,8,2,80,1,1,0.4,8,40,Assault Rifles
13,1,0.55,1,90mm,,0.29,,,83347,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,Cockerill Mk.8,1.9,2.5,,,225,1,8.5,1,1,1,0.05,15,104,Main Gun
20,1,0.6,,SACLOS,,1.72,,,89828,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,500,1.7,1000,500,I-TOW,2,5,,,400,1,1,1,1,1,0.45,150,150,ATGM
,0.75,0.3,2,Napalm,,0.57,,,81651,,,,,true,,,,,,350,,,350,,,,,,,,,423.08,M9,4,25,50,,250,8,2,8,1,1,0.1,100,45,Flamethrower
,2,0.15,1,30mm Frag,,0.86,,,81981,,,,,,,,,,,1225,,,1225,,52,,,52,,,,769.23,AGS-17,2.25,35,,,70,10,7,30,0.8,1,0.1,80,70,Grenade Launcher
,7,,15,110mm,1,0.06,700,175,84603,,,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,SF2,1.73,66,,,330,18,72,18,0.2,1,,432,266,MLRS
,3,0.3,1.4,100mm,,0.57,,,87484,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,D-10T,2,37.5,,,125,1,7.5,1,1,1,0.05,20,115,Main Gun
,1.5,0.2,1,40mm,,0.11,,,85432,,,,,,,,,,,1400,1400,1225,1400,,,,,,,,,3461.54,M2A1,5.6,15,,,80,4,1.6,30,1.6,1,0.05,30,160,Twin Autocannon
,3,0.6,1.4,105mm,,0.29,,,85591,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,M68A1,2.05,39.5,,,131.5,1,6,1,1,1,0.3,20,121,Main Gun
9,1,0.45,1,105mm,,0.29,,,84854,,,KE,,,,,,,,1925,,,1925,,,,,,,,,3461.54,L7A3,2.05,2.5,,,262.5,1,6,1,1,1,0.35,20,121,Main Gun
12,1,0.35,1,73mm HEAT,,0.57,,,81987,,,HEAT,,,,,,,,1575,,,1575,,,,,,,,,3461.54,2A28 Grom,1.73,2.5,,,182.5,1,6,1,1,1,0.05,15,84,Main Gun
,9,0.6,0.2,Radar,,0.57,,,86225,,,,true,,true,,,,,,2800,4550,,,,560,,,1250,10,15000,1250,MIM-23B I-Hawk,2,315,,,630,3,25,3,1,1,0.5,567,360,SAM
3,1,0.2,1,57mm,,0.57,,,83548,,,KE,,,,,,,,1750,,,1575,,,,,,,,,3461.54,S-68A,2.14,21.5,,,71.5,2,3,12,1.2,1,0.05,24,114,Twin Autocannon
,0.5,0.2,2,7.62mm,,0.57,,,81616,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,L7A1,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,4,0.45,1,SACLOS,,0.57,,,81656,,,,true,,,,,,,,2625,2100,,,,,,,1500,10,7000,1500,RBS 70,2,140,,,280,1,5,1,0.2,1,0.45,54,160,SAM
,4,0.5,0.2,Infrared,,0.57,,,92097,,true,,true,,,,,,,,2100,3850,,,,420,700,,2000,10,9000,2000,Python3,2,140,,,280,1,2,1,2,1,0.5,500,160,AAM
15,1,0.5,1,105mm,,0.29,,,85922,,,KE,,,,,,,,2100,,,2100,,,,,,,,,3461.54,M68A1,2.05,2.5,,,262.5,1,6,1,1,1,0.25,20,121,Main Gun
,1,0.45,0.6,7.62mm,,0.57,,,83159,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,kbk AKM,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
8,1,0.4,1,90mm HEAT,,0.29,,,81507,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,F3,1.9,2.5,,,225,12,20,12,3,1,0.05,180,104,Main Gun
15,1,0.45,1,115mm,,0.29,,,88034,,,KE,,,,,,,,2275,,,2275,,,,,,,,,3461.54,2A20,2.15,2.5,,,287.5,1,10,1,1,1,0.15,25,133,Main Gun
,1,0.2,1,20mm,,0.57,,,81421,,,,,,,,,,,1575,1575,,1575,,,,,,,,,3461.54,M693 F1,1.4,7.5,,,25,2,0.8,15,0.4,1,0.1,15,40,Autocannon
,1,0.5,0.6,5.45mm,,0.57,,,87551,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,STG 941,1.545,2.5,,,10,6,4.5,60,2.2,1,0.25,6,40,Assault Rifles
,1,0.45,0.6,7.62mm,,0.57,,,86141,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Type 68,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,3,0.45,1.4,105mm,,0.29,,,85483,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,M68A1,2.05,39.5,,,131.5,1,7.5,1,1,1,0.05,20,121,Main Gun
9,1,0.15,1,122mm HEAT,,0.29,,,81271,,,HEAT,,,,,,,,1925,,,1925,,,,,,,,,3461.54,2A18,2.22,2.5,,,305,1,12,1,1,1,0.05,20,141,Main Gun
,,,12,122mm,,0.06,350,350,88583,,,,,,,,true,,,15050,,,11900,,1505,,,1505,,,,826.92,2A18,1.81,122,,150,244,10,15,10,10,1,,217,,Howitzer
,5,0.65,,SACLOS,,0.57,,,89794,,,,true,,,,,,2800,,2100,2100,,,,,,,2000,10,7500,2000,Sea Cat,2,175,,,350,4,8,4,0.2,1,0.65,120,200,Naval SAM
20,4,0.65,4,Radar,,0.29,,,89764,,true,HEAT,true,,true,,,,,,,,8750,,,,,700,500,10,3000,500,YJ-82,2,200,,,400,1,10,1,3,1,0.65,250,,SSM
,3,0.7,1.4,120mm,,0.29,,,85293,,,,,,,,,,,2275,,,2275,,,,,,,,,2692.31,M256,2.2,45,,,150,1,6.6,1,1,1,0.65,25,138,Main Gun
,1,0.3,1,5.56mm,,0.57,,,84095,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Howa 89 Shiki,1.556,2.5,,,10,4,6,40,3,1,0.2,4,40,Assault Rifles
,0.5,0.4,2,7.62mm,,0.57,,,86646,,,,,,,,,,,770,595,,770,,,,,,,,,3461.54,Kk 62,2.25,3,,,50,10,5,100,0.8,1,0.2,10,40,SAW
30,1,0.6,,Infrared,,0.57,,,91347,,true,HEAT,true,,,,,,,3325,,,3325,,700,,,700,2000,10,4000,2000,AGM-65G Maverick,2,5,,,400,2,2,2,0.4,1,0.6,1900,150,AGM
4,1,0.3,1,60mm HEAT,,0.29,,,83221,,,HEAT,,,,,,,,1050,,,1050,,,,,,,,,3461.54,K1,1.6,2.5,,,150,1,10,1,1,1,0.05,15,69,Main Gun
2,1,0.95,2,20mm,,0.57,,,87573,,,KE,,,,,,,,1750,,,1750,,87,,,87,,,,3461.54,RT-20,3.5,2.5,,,25,1,4,1,4,1,0.2,12,40,Sniper Rifle
,0.75,0.3,2,Napalm,,0.57,,,82758,,,,,true,,,,,,350,,,350,,,,,,,,,423.08,Type 74,4,25,50,,250,8,2,8,1,1,0.1,100,45,Flamethrower
,1,0.3,1,7.62mm,,0.57,,,82934,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Vz. 58,1.762,3,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,2,0.1,0.2,70mm,,0.57,,,91139,,,,,,,,,,,2100,,,2100,,700,,,700,,,,2307.69,FFAR,1.466667,26.5,,,87.5,24,5,24,0.2,2,0.05,113,161,Rocket Pod
,5,,8,120mm,,0.06,105,105,81430,,,,,,,,,,,7700,,,7700,,770,,,770,,,,826.92,AMOS,1.8,60,,,180,6,12,6,6,2,,240,265,Mortar
,5,,20,105mm,,0.06,280,280,88616,,,,,,,,,,,11200,,,11200,,1120,,,1120,,,,1057.69,JSW 105,1.7,105,,,210,10,30,10,8,1,,246,235,Howitzer
,1,0.3,0.6,7.62mm,,0.57,,,86658,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,H&K G3A2,1.762,3,,,10,6,6,60,3,1,0.15,6,50,Battle Rifle
,3,0.45,1.4,105mm,,0.29,,,82852,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,M68,2.05,39.5,,,131.5,1,6,1,1,1,0.05,20,121,Main Gun
,1,0.3,0.4,30mm,,1.15,,,93172,,,,,,,,,,,2800,1575,1575,2800,,,,,,,,,5769.23,GSh-6-30,1.6,46,,,150,10,2,175,0.6,1,0.3,50,138,Autocannon
,0.5,0.3,2,7.62mm,,0.57,,,84129,,,,,,,,,,,875,595,,875,,,,,,,,,3461.54,62 Shiki,2.25,3,,,50,10,5,100,1,1,0.15,10,55,SAW
24,1,0.7,,110mm HEAT,,0.86,,,83874,,,HEAT,,,,,,,,700,,,700,,,,,,,,,769.23,PzF 3,3.2,2.5,,,275,1,6,1,1,1,0.05,20,440,LAW
15,1,0.5,2,SACLOS,,0.97,,,85362,,,HEAT,true,,,,,,,2625,,,2625,,175,,,175,750,1.9,900,750,TOW,2,5,,,400,2,10,2,1,1,0.25,188,150,ATGM
,5,0.6,0.2,Infrared,,0.57,,,89905,,true,,true,,,,,,,,2100,4200,,,,420,700,,2000,10,9000,2000,AIM-9M,2,175,,,350,1,2,1,2,1,0.6,600,200,AAM
,2,0.15,1,40mm Frag,,0.86,,,90017,,,,,,,,,,,1750,,,1750,,52,,,52,,,,769.23,Twin Mk19,2.25,40,,,80,21,16,64,0.4,1,0.1,160,80,Grenade Launcher
,6,0.4,,SemAct radar,,0.57,,,89613,,,,true,,true,,,,2800,,2800,4200,,,,,,,2000,10,10000,2000,RIM-7M Sea Sparrow,2,210,,,420,8,12,8,1,1,0.4,480,240,Naval SAM
,2,0.2,0.4,70mm,,0.57,,,92787,,,,,,,,,,,2450,,,2450,,,,,,,,,2307.69,FFAR,1.466667,26.5,,,87.5,24,4,24,0.2,2,0.2,200,161,Rocket Pod
2,1,0.3,1,30mm,,0.57,,,81969,,,KE,,,,,,,,1750,,,1750,,,,,,,,,3461.54,2A42,1.6,11.5,,,37.5,2,1,15,0.6,1,0.2,15,60,Autocannon
,0.5,0.2,2,7.62mm,,0.57,,,87568,,,,,,,,,,,875,595,,875,,87,,,87,,,,3461.54,M240,2.25,3,,,50,10,5,100,1,1,0.05,10,55,LMG
,1,0.3,1,7.62mm,,0.57,,,82707,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,TQBZ-56,1.762,3,,,10,4,6,40,3,1,0.15,4,40,Assault Rifles
,5,0.55,1,Infrared,,0.57,,,88863,,true,,true,,,,,,,,2450,1960,,,,,,,2000,10,9000,2000,Igla-N,2,175,,,350,1,6,1,6,1,0.55,63,200,SAM
,1,0.23,1.4,7.62mm,,0.57,,,82747,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,TQBZ-56,1.762,3,,,10,3,8,30,3,1,0.1,3,40,Assault Rifles
,3,0.4,1.4,90mm,,0.29,,,86631,,,,,,,,,,,1925,,,1925,,,,,,,,,2692.31,F1,1.9,34,,,112.5,1,8,1,1,1,0.05,15,104,Main Gun
12,1,0.3,1,90mm HEAT,,0.57,,,86782,,,HEAT,,,,,,,,1575,,,1575,,,,,,,,,3461.54,Pvpj 1110 m/77,1.9,2.5,,,225,1,8,1,1,1,0.05,20,104,Recoilless Rifle
,0.75,0.15,1,12.7mm,,0.57,,,81260,,,,,,,,,,,1050,875,,1050,,,,,,,,,3461.54,NSVT,1.254,5,,,16,10,2,100,0.8,1,0.05,20,90,MMG
,1,0.2,0.4,20mm,,1.15,,,91346,,,,,,,,,,,2100,1575,2100,2100,,,,,,,,,5769.23,Twin Colt Mk 12,1.4,7.5,,,25,10,1,50,0.2,1,0.2,50,40,Autocannon
,,,15,152mm,,0.06,350,350,81302,,,,,,,,true,,,18550,,,18550,,1855,,,1855,,,,1057.69,D-22,2.01,152,,175,304,10,15,10,12,1,,250,,Howitzer
,7,,30,122mm,1,0.06,700,175,81917,,,,,,,,,,,17500,,,17500,,3500,,,3500,,,,1057.69,M-21OF,1.81,73,,,365,40,240,40,0.6,1,,720,285,MLRS
,1,0.45,0.6,7.62mm,,0.57,,,86644,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Rk 62,1.762,3,,,10,6,4.5,60,2.2,1,0.23,6,40,Assault Rifles
,1.5,0.2,1,40mm,,0.11,,,85439,,,,,,,,,,,1050,2450,1750,1050,,,,,,,,,3461.54,M2A1,5.6,15,,,80,4,1.6,30,1.6,1,0.05,30,160,Twin Autocannon
,1,0.6,0.6,9mm PB,,0.57,,,86700,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Sterling,1.9,3.5,,,10,6,3,60,1.5,1,0.3,6,30,SMG
,1,0.8,0.2,9mm PB,,0.57,,,81667,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,AUG Para,1.9,3.5,,,10,8,2,80,1,1,0.8,8,30,Assault Rifles
,,0.1,,500kg,,0.57,,,92394,,,,,true,,,,,,3500,,,3500,,,,,,,,,576.92,ZB500,6,187.5,300,,300,2,5,2,0.2,1,0.1,1980,150,Napalm Bomb
,7,,10,155mm,,0.06,140,140,81717,,,,,,,,,,,24500,,,24500,,2450,,,2450,,,,1057.69,L31,2.03,155,,,310,3,30,3,3.4,1,,253,357,Howitzer
26,1,0.55,1,SACLOS,,1.43,,,88842,,,HEAT,true,,,,,,,1575,,,1575,,175,,,175,500,1.7,750,500,Metys-M,2,5,,,400,1,5,1,1,1,0.1,107,150,ATGM
,,,17,203mm,,0.06,175,175,81317,,,,,,,,true,,,37450,,,37450,,3745,,,3745,,,,1057.69,2A44,2.35,203,,250,406,4,15,4,15,1,,353,,Howitzer
,1,0.8,0.2,9mm PB,,0.57,,,84140,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,Newnanbu M66,1.9,3.5,,,10,8,2,80,1,1,0.8,8,30,SMG
,5,0.6,0.2,Radar,,0.57,,,87078,,,,true,,true,,,,,,2100,3850,,,,420,,,2000,10,9000,2000,Rapier,2,175,,,350,8,20,8,1,1,0.6,680,200,SAM
,7,0.65,1,SACLOS,,0.57,,,81234,,,,true,,,,,,,,3325,2625,,,,,,,2000,10,9000,2000,9M311M,2,245,,,490,8,20,8,1,1,0.65,952,280,SAM
,,,5,152mm,,0.06,175,175,88266,,,,,,,,true,,,30100,,,30100,,3010,,,3010,,,,1057.69,2A36,2.01,152,,175,304,5,15,5,6,1,,333,,Howitzer
,15,0.15,,500kg,,0.57,,,93154,,,,,,,,,,,3500,,,3500,,,,,,,,,576.92,FAB 500,6,187.5,,,300,8,5,8,0.2,2,0.15,3000,600,HE Bomb
,5,0.65,0.2,Radar,,0.57,,,92843,,true,,true,,true,,,,,,,7700,,,,,700,,2000,10,15000,2000,MICA EM,2,175,,,350,1,2,1,2,1,0.65,1000,200,AAM
,3,0.6,1.4,105mm,,0.29,,,87890,,,,,,,,,,,2100,,,2100,,,,,,,,,2692.31,L7,2.05,39.5,,,131.5,1,7.5,1,1,1,0.25,20,121,Main Gun
,1,0.4,0.4,30mm,,1.15,,,91318,,,,,,,,,,,2800,1575,1575,2800,,,,,,,,,5769.23,GAU-8/A Avenger,1.6,46,,,150,10,2,390,0.2,1,0.4,56,138,Autocannon
,1,0.6,0.2,5.56mm,,0.57,,,87320,,,,,,,,,,,525,525,,525,,2,,,2,,,,3461.54,Vektor R5,1.556,2.5,,,10,8,3,80,1.3,1,0.4,8,40,Assault Rifles
,1,0.2,0.4,7.62mm,,1.15,,,91515,,,,,,,,,,,2100,1575,1400,2100,,,,,,,,,5769.23,Machine Gun 7.62,1.15,12,,,40,10,1,55,0.2,1,0.2,50,36,MMG
,1,0.4,1,5.56mm,,0.57,,,84207,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,L85,1.556,2.5,,,10,4,6,40,3,1,0.4,4,40,Assault Rifles
,1,0.4,0.2,7.62mm,,0.57,,,84483,,,,,,,,,,,2,,,2,,,,,,,,,3461.54,FAL,1.762,3,,,10,8,4,80,2,1,0.2,8,50,Battle Rifle
